SKU,Categoria,Título original,Decisão,Prioridade,Risco,Profundidade da auditoria,Preço indicativo,Pack sugerido,Licença,Fonte,Status
PLR-0201,Ganhar dinheiro,Lucros da caixa de entrada,ATUALIZAR,P2,MÉDIO,TÍTULO/PASTA,"R$ 19,90–39,90 após revisão",Pack Ganhar dinheiro,VERIFICAR POR PRODUTO,Bônus 1 / pasta descompactada,AUDITADO / TRIAGEM
PLR-0202,Ganhar dinheiro,Lançando Fortunas,ATUALIZAR,P2,MÉDIO,TÍTULO/PASTA,"R$ 19,90–39,90 após revisão",Pack Ganhar dinheiro,VERIFICAR POR PRODUTO,Bônus 1 / pasta descompactada,AUDITADO / TRIAGEM
PLR-0203,Ganhar dinheiro,Informações sobre 24 horas,ATUALIZAR,P2,MÉDIO,TÍTULO/PASTA,"R$ 19,90–39,90 após revisão",Pack Ganhar dinheiro,VERIFICAR POR PRODUTO,Bônus 1 / pasta descompactada,AUDITADO / TRIAGEM
PLR-0204,Ganhar dinheiro,Guia para o Freelancer Online de Sucesso,ATUALIZAR,P2,MÉDIO,TÍTULO/PASTA,"R$ 19,90–39,90 após revisão",Pack Ganhar dinheiro,VERIFICAR POR PRODUTO,Bônus 1 / pasta descompactada,AUDITADO / TRIAGEM
PLR-0205,Ganhar dinheiro,Guia de início rápido para lucros on-line fáceis,ATUALIZAR,P2,MÉDIO,TÍTULO/PASTA,"R$ 19,90–39,90 após revisão",Pack Ganhar dinheiro,VERIFICAR POR PRODUTO,Bônus 1 / pasta descompactada,AUDITADO / TRIAGEM
PLR-0206,Ganhar dinheiro,Guia de sobrevivência ao empreendedorismo na Internet,ATUALIZAR,P2,MÉDIO,TÍTULO/PASTA,"R$ 19,90–39,90 após revisão",Pack Ganhar dinheiro,VERIFICAR POR PRODUTO,Bônus 1 / pasta descompactada,AUDITADO / TRIAGEM
PLR-0207,Ganhar dinheiro,Guia do Insider para Forex Trading,ATUALIZAR,P2,MÉDIO/ALTO,TÍTULO/PASTA,"R$ 19,90–39,90 após revisão",Pack Ganhar dinheiro,VERIFICAR POR PRODUTO,Bônus 1 / pasta descompactada,AUDITADO / TRIAGEM
PLR-0208,Ganhar dinheiro,Guia para lucrar com eBay,ATUALIZAR,P2,MÉDIO,TÍTULO/PASTA,"R$ 19,90–39,90 após revisão",Pack Ganhar dinheiro,VERIFICAR POR PRODUTO,Bônus 1 / pasta descompactada,AUDITADO / TRIAGEM
PLR-0209,Ganhar dinheiro,Guia de início rápido,ATUALIZAR,P2,MÉDIO,TÍTULO/PASTA,"R$ 19,90–39,90 após revisão",Pack Ganhar dinheiro,VERIFICAR POR PRODUTO,Bônus 1 / pasta descompactada,AUDITADO / TRIAGEM
PLR-0210,Ganhar dinheiro,Goldmine Freelance,ATUALIZAR,P2,MÉDIO,TÍTULO/PASTA,"R$ 19,90–39,90 após revisão",Pack Ganhar dinheiro,VERIFICAR POR PRODUTO,Bônus 1 / pasta descompactada,AUDITADO / TRIAGEM
PLR-0211,Ganhar dinheiro,Google AdSense de AZ,ATUALIZAR,P2,MÉDIO,TÍTULO/PASTA,"R$ 19,90–39,90 após revisão",Pack Ganhar dinheiro,VERIFICAR POR PRODUTO,Bônus 1 / pasta descompactada,AUDITADO / TRIAGEM
PLR-0212,Ganhar dinheiro,Ganhar dinheiro online,ATUALIZAR,P2,MÉDIO,TÍTULO/PASTA,"R$ 19,90–39,90 após revisão",Pack Ganhar dinheiro,VERIFICAR POR PRODUTO,Bônus 1 / pasta descompactada,AUDITADO / TRIAGEM
PLR-0213,Ganhar dinheiro,Gatilhos de compra testados pelo cliente,ATUALIZAR,P2,MÉDIO,TÍTULO/PASTA,"R$ 19,90–39,90 após revisão",Pack Ganhar dinheiro,VERIFICAR POR PRODUTO,Bônus 1 / pasta descompactada,AUDITADO / TRIAGEM
PLR-0214,Ganhar dinheiro,eZine Marketing AZ,ATUALIZAR,P2,MÉDIO,TÍTULO/PASTA,"R$ 19,90–39,90 após revisão",Pack Ganhar dinheiro,VERIFICAR POR PRODUTO,Bônus 1 / pasta descompactada,AUDITADO / TRIAGEM
PLR-0215,Ganhar dinheiro,Explosão de vendas online,ATUALIZAR,P2,MÉDIO,TÍTULO/PASTA,"R$ 19,90–39,90 após revisão",Pack Ganhar dinheiro,VERIFICAR POR PRODUTO,Bônus 1 / pasta descompactada,AUDITADO / TRIAGEM
PLR-0216,Ganhar dinheiro,Ebay PowerSeller,ATUALIZAR,P2,MÉDIO,TÍTULO/PASTA,"R$ 19,90–39,90 após revisão",Pack Ganhar dinheiro,VERIFICAR POR PRODUTO,Bônus 1 / pasta descompactada,AUDITADO / TRIAGEM
PLR-0217,Ganhar dinheiro,Enriqueça enquanto dorme,EXCLUIR,P3,ALTO,TÍTULO/PASTA,NÃO PUBLICAR,Pack Ganhar dinheiro,VERIFICAR POR PRODUTO,Bônus 1 / pasta descompactada,AUDITADO / TRIAGEM
PLR-0218,Ganhar dinheiro,Estratégias de criação de caixa,ATUALIZAR,P2,MÉDIO,TÍTULO/PASTA,"R$ 19,90–39,90 após revisão",Pack Ganhar dinheiro,VERIFICAR POR PRODUTO,Bônus 1 / pasta descompactada,AUDITADO / TRIAGEM
PLR-0219,Ganhar dinheiro,Estratégias Extremas de Persuasão,ATUALIZAR,P2,MÉDIO,TÍTULO/PASTA,"R$ 19,90–39,90 após revisão",Pack Ganhar dinheiro,VERIFICAR POR PRODUTO,Bônus 1 / pasta descompactada,AUDITADO / TRIAGEM
PLR-0220,Ganhar dinheiro,Dinheiro rápido agora,ATUALIZAR,P2,MÉDIO,TÍTULO/PASTA,"R$ 19,90–39,90 após revisão",Pack Ganhar dinheiro,VERIFICAR POR PRODUTO,Bônus 1 / pasta descompactada,AUDITADO / TRIAGEM
PLR-0221,Ganhar dinheiro,Dinheiro offline facilitado,ATUALIZAR,P2,MÉDIO,TÍTULO/PASTA,"R$ 19,90–39,90 após revisão",Pack Ganhar dinheiro,VERIFICAR POR PRODUTO,Bônus 1 / pasta descompactada,AUDITADO / TRIAGEM
PLR-0222,Ganhar dinheiro,Dinheiro de Avaliações,ATUALIZAR,P2,MÉDIO,TÍTULO/PASTA,"R$ 19,90–39,90 após revisão",Pack Ganhar dinheiro,VERIFICAR POR PRODUTO,Bônus 1 / pasta descompactada,AUDITADO / TRIAGEM
PLR-0223,Ganhar dinheiro,Dinheiro do aplicativo para iPhone e iPad,ATUALIZAR,P2,MÉDIO,TÍTULO/PASTA,"R$ 19,90–39,90 após revisão",Pack Ganhar dinheiro,VERIFICAR POR PRODUTO,Bônus 1 / pasta descompactada,AUDITADO / TRIAGEM
PLR-0224,Ganhar dinheiro,Dicas Top Secret eBay,ATUALIZAR,P2,MÉDIO,TÍTULO/PASTA,"R$ 19,90–39,90 após revisão",Pack Ganhar dinheiro,VERIFICAR POR PRODUTO,Bônus 1 / pasta descompactada,AUDITADO / TRIAGEM
PLR-0225,Ganhar dinheiro,Dicas incríveis de publicidade,ATUALIZAR,P2,MÉDIO,TÍTULO/PASTA,"R$ 19,90–39,90 após revisão",Pack Ganhar dinheiro,VERIFICAR POR PRODUTO,Bônus 1 / pasta descompactada,AUDITADO / TRIAGEM
PLR-0226,Ganhar dinheiro,Dia de Pagamento de 1 Hora,EXCLUIR,P3,ALTO,TÍTULO/PASTA,NÃO PUBLICAR,Pack Ganhar dinheiro,VERIFICAR POR PRODUTO,Bônus 1 / pasta descompactada,AUDITADO / TRIAGEM
PLR-0227,Ganhar dinheiro,Crie seu próprio produto em 5 etapas fáceis,ATUALIZAR,P2,MÉDIO,TÍTULO/PASTA,"R$ 19,90–39,90 após revisão",Pack Ganhar dinheiro,VERIFICAR POR PRODUTO,Bônus 1 / pasta descompactada,AUDITADO / TRIAGEM
PLR-0228,Ganhar dinheiro,Como vender suprimentos para festas,ATUALIZAR,P2,MÉDIO,TÍTULO/PASTA,"R$ 19,90–39,90 após revisão",Pack Ganhar dinheiro,VERIFICAR POR PRODUTO,Bônus 1 / pasta descompactada,AUDITADO / TRIAGEM
PLR-0229,Ganhar dinheiro,Criação de Ebook para leigos,ATUALIZAR,P2,MÉDIO,TÍTULO/PASTA,"R$ 19,90–39,90 após revisão",Pack Ganhar dinheiro,VERIFICAR POR PRODUTO,Bônus 1 / pasta descompactada,AUDITADO / TRIAGEM
PLR-0230,Ganhar dinheiro,Criação rápida de produtos de nicho simplificada,ATUALIZAR,P2,MÉDIO,TÍTULO/PASTA,"R$ 19,90–39,90 após revisão",Pack Ganhar dinheiro,VERIFICAR POR PRODUTO,Bônus 1 / pasta descompactada,AUDITADO / TRIAGEM
PLR-0231,Ganhar dinheiro,Criando um negócio on-line 101,ATUALIZAR,P2,MÉDIO,TÍTULO/PASTA,"R$ 19,90–39,90 após revisão",Pack Ganhar dinheiro,VERIFICAR POR PRODUTO,Bônus 1 / pasta descompactada,AUDITADO / TRIAGEM
PLR-0232,Ganhar dinheiro,Como Vender Software,ATUALIZAR,P2,MÉDIO,TÍTULO/PASTA,"R$ 19,90–39,90 após revisão",Pack Ganhar dinheiro,VERIFICAR POR PRODUTO,Bônus 1 / pasta descompactada,AUDITADO / TRIAGEM
PLR-0233,Ganhar dinheiro,Como vender produtos para gramado e jardim,ATUALIZAR,P2,MÉDIO,TÍTULO/PASTA,"R$ 19,90–39,90 após revisão",Pack Ganhar dinheiro,VERIFICAR POR PRODUTO,Bônus 1 / pasta descompactada,AUDITADO / TRIAGEM
PLR-0234,Ganhar dinheiro,Como vender roupas,ATUALIZAR,P2,MÉDIO,TÍTULO/PASTA,"R$ 19,90–39,90 após revisão",Pack Ganhar dinheiro,VERIFICAR POR PRODUTO,Bônus 1 / pasta descompactada,AUDITADO / TRIAGEM
PLR-0235,Ganhar dinheiro,Como vender produtos para bebês,ATUALIZAR,P2,MÉDIO,TÍTULO/PASTA,"R$ 19,90–39,90 após revisão",Pack Ganhar dinheiro,VERIFICAR POR PRODUTO,Bônus 1 / pasta descompactada,AUDITADO / TRIAGEM
PLR-0236,Ganhar dinheiro,Como vender produtos para animais de estimação,ATUALIZAR,P2,MÉDIO,TÍTULO/PASTA,"R$ 19,90–39,90 após revisão",Pack Ganhar dinheiro,VERIFICAR POR PRODUTO,Bônus 1 / pasta descompactada,AUDITADO / TRIAGEM
PLR-0237,Ganhar dinheiro,Como vender produtos dietéticos,ATUALIZAR,P2,MÉDIO,TÍTULO/PASTA,"R$ 19,90–39,90 após revisão",Pack Ganhar dinheiro,VERIFICAR POR PRODUTO,Bônus 1 / pasta descompactada,AUDITADO / TRIAGEM
PLR-0238,Ganhar dinheiro,Como vender produtos de melhoramento da casa,ATUALIZAR,P2,MÉDIO,TÍTULO/PASTA,"R$ 19,90–39,90 após revisão",Pack Ganhar dinheiro,VERIFICAR POR PRODUTO,Bônus 1 / pasta descompactada,AUDITADO / TRIAGEM
PLR-0239,Ganhar dinheiro,Como vender música,ATUALIZAR,P2,MÉDIO,TÍTULO/PASTA,"R$ 19,90–39,90 após revisão",Pack Ganhar dinheiro,VERIFICAR POR PRODUTO,Bônus 1 / pasta descompactada,AUDITADO / TRIAGEM
PLR-0240,Ganhar dinheiro,Como vender jogos de vídeo,ATUALIZAR,P2,MÉDIO,TÍTULO/PASTA,"R$ 19,90–39,90 após revisão",Pack Ganhar dinheiro,VERIFICAR POR PRODUTO,Bônus 1 / pasta descompactada,AUDITADO / TRIAGEM
PLR-0241,Ganhar dinheiro,Como vender jóias,ATUALIZAR,P2,MÉDIO,TÍTULO/PASTA,"R$ 19,90–39,90 após revisão",Pack Ganhar dinheiro,VERIFICAR POR PRODUTO,Bônus 1 / pasta descompactada,AUDITADO / TRIAGEM
PLR-0242,Ganhar dinheiro,Como vender livros e revistas,ATUALIZAR,P2,MÉDIO,TÍTULO/PASTA,"R$ 19,90–39,90 após revisão",Pack Ganhar dinheiro,VERIFICAR POR PRODUTO,Bônus 1 / pasta descompactada,AUDITADO / TRIAGEM
PLR-0243,Ganhar dinheiro,Como Vender Móveis,ATUALIZAR,P2,MÉDIO,TÍTULO/PASTA,"R$ 19,90–39,90 após revisão",Pack Ganhar dinheiro,VERIFICAR POR PRODUTO,Bônus 1 / pasta descompactada,AUDITADO / TRIAGEM
PLR-0244,Ganhar dinheiro,Como vender filmes,ATUALIZAR,P2,MÉDIO,TÍTULO/PASTA,"R$ 19,90–39,90 após revisão",Pack Ganhar dinheiro,VERIFICAR POR PRODUTO,Bônus 1 / pasta descompactada,AUDITADO / TRIAGEM
PLR-0245,Ganhar dinheiro,Como vender equipamentos esportivos,ATUALIZAR,P2,MÉDIO,TÍTULO/PASTA,"R$ 19,90–39,90 após revisão",Pack Ganhar dinheiro,VERIFICAR POR PRODUTO,Bônus 1 / pasta descompactada,AUDITADO / TRIAGEM
PLR-0246,Ganhar dinheiro,Como vender cosméticos,ATUALIZAR,P2,MÉDIO,TÍTULO/PASTA,"R$ 19,90–39,90 após revisão",Pack Ganhar dinheiro,VERIFICAR POR PRODUTO,Bônus 1 / pasta descompactada,AUDITADO / TRIAGEM
PLR-0247,Ganhar dinheiro,Como Vender Eletrodomésticos,ATUALIZAR,P2,MÉDIO,TÍTULO/PASTA,"R$ 19,90–39,90 após revisão",Pack Ganhar dinheiro,VERIFICAR POR PRODUTO,Bônus 1 / pasta descompactada,AUDITADO / TRIAGEM
PLR-0248,Ganhar dinheiro,Como Vender Brinquedos,ATUALIZAR,P2,MÉDIO,TÍTULO/PASTA,"R$ 19,90–39,90 após revisão",Pack Ganhar dinheiro,VERIFICAR POR PRODUTO,Bônus 1 / pasta descompactada,AUDITADO / TRIAGEM
PLR-0249,Ganhar dinheiro,Como Ganhar Dinheiro Online com um Blog Blogger Gratuito,ATUALIZAR,P2,MÉDIO,TÍTULO/PASTA,"R$ 19,90–39,90 após revisão",Pack Ganhar dinheiro,VERIFICAR POR PRODUTO,Bônus 1 / pasta descompactada,AUDITADO / TRIAGEM
PLR-0250,Ganhar dinheiro,Como explodir suas vendas,ATUALIZAR,P2,MÉDIO,TÍTULO/PASTA,"R$ 19,90–39,90 após revisão",Pack Ganhar dinheiro,VERIFICAR POR PRODUTO,Bônus 1 / pasta descompactada,AUDITADO / TRIAGEM
PLR-0251,Ganhar dinheiro,Como determinar um preço justo do seu produto Serviço,ATUALIZAR,P2,MÉDIO,TÍTULO/PASTA,"R$ 19,90–39,90 após revisão",Pack Ganhar dinheiro,VERIFICAR POR PRODUTO,Bônus 1 / pasta descompactada,AUDITADO / TRIAGEM
PLR-0252,Ganhar dinheiro,Clientes Ilimitados Goldmine,ATUALIZAR,P2,MÉDIO,TÍTULO/PASTA,"R$ 19,90–39,90 após revisão",Pack Ganhar dinheiro,VERIFICAR POR PRODUTO,Bônus 1 / pasta descompactada,AUDITADO / TRIAGEM
PLR-0253,Ganhar dinheiro,Bass Fishing 101,ATUALIZAR,P2,MÉDIO,TÍTULO/PASTA,"R$ 19,90–39,90 após revisão",Pack Ganhar dinheiro,VERIFICAR POR PRODUTO,Bônus 1 / pasta descompactada,AUDITADO / TRIAGEM
PLR-0254,Ganhar dinheiro,Batendo a besta Goldmine,ATUALIZAR,P2,MÉDIO,TÍTULO/PASTA,"R$ 19,90–39,90 após revisão",Pack Ganhar dinheiro,VERIFICAR POR PRODUTO,Bônus 1 / pasta descompactada,AUDITADO / TRIAGEM
PLR-0255,Ganhar dinheiro,Bum Marketing Simplificado,ATUALIZAR,P2,MÉDIO,TÍTULO/PASTA,"R$ 19,90–39,90 após revisão",Pack Ganhar dinheiro,VERIFICAR POR PRODUTO,Bônus 1 / pasta descompactada,AUDITADO / TRIAGEM
PLR-0256,Ganhar dinheiro,Bússola de afiliados,ATUALIZAR,P2,MÉDIO,TÍTULO/PASTA,"R$ 19,90–39,90 após revisão",Pack Ganhar dinheiro,VERIFICAR POR PRODUTO,Bônus 1 / pasta descompactada,AUDITADO / TRIAGEM
PLR-0257,Ganhar dinheiro,7 Perguntas infames sobre direitos de revenda respondidas,ATUALIZAR,P2,MÉDIO,TÍTULO/PASTA,"R$ 19,90–39,90 após revisão",Pack Ganhar dinheiro,VERIFICAR POR PRODUTO,Bônus 1 / pasta descompactada,AUDITADO / TRIAGEM
PLR-0258,Ganhar dinheiro,Armadilhas do Marketing de Rede,ATUALIZAR,P2,MÉDIO,TÍTULO/PASTA,"R$ 19,90–39,90 após revisão",Pack Ganhar dinheiro,VERIFICAR POR PRODUTO,Bônus 1 / pasta descompactada,AUDITADO / TRIAGEM
PLR-0259,Ganhar dinheiro,7 dias para dinheiro fácil,ATUALIZAR,P2,MÉDIO,TÍTULO/PASTA,"R$ 19,90–39,90 após revisão",Pack Ganhar dinheiro,VERIFICAR POR PRODUTO,Bônus 1 / pasta descompactada,AUDITADO / TRIAGEM
PLR-0260,Ganhar dinheiro,62 maneiras de economizar dinheiro na bomba de gás,ATUALIZAR,P2,MÉDIO,TÍTULO/PASTA,"R$ 19,90–39,90 após revisão",Pack Ganhar dinheiro,VERIFICAR POR PRODUTO,Bônus 1 / pasta descompactada,AUDITADO / TRIAGEM
PLR-0261,Ganhar dinheiro,5 maneiras super fáceis de ganhar dinheiro offline,ATUALIZAR,P2,MÉDIO,TÍTULO/PASTA,"R$ 19,90–39,90 após revisão",Pack Ganhar dinheiro,VERIFICAR POR PRODUTO,Bônus 1 / pasta descompactada,AUDITADO / TRIAGEM
PLR-0262,Ganhar dinheiro,5 etapas rentáveis para criar produtos de informações,ATUALIZAR,P2,MÉDIO,TÍTULO/PASTA,"R$ 19,90–39,90 após revisão",Pack Ganhar dinheiro,VERIFICAR POR PRODUTO,Bônus 1 / pasta descompactada,AUDITADO / TRIAGEM
PLR-0263,Ganhar dinheiro,15 principais maneiras de economizar dinheiro,ATUALIZAR,P2,MÉDIO,TÍTULO/PASTA,"R$ 19,90–39,90 após revisão",Pack Ganhar dinheiro,VERIFICAR POR PRODUTO,Bônus 1 / pasta descompactada,AUDITADO / TRIAGEM
PLR-0264,Ganhar dinheiro,1000 em uma semana no eBay,EXCLUIR,P3,ALTO,TÍTULO/PASTA,NÃO PUBLICAR,Pack Ganhar dinheiro,VERIFICAR POR PRODUTO,Bônus 1 / pasta descompactada,AUDITADO / TRIAGEM
PLR-0265,Gravidez,Preparação para emergências,REVISÃO ESPECIALIZADA,P2,ALTO,TÍTULO/PASTA,Definir após revisão,Pack Gravidez,VERIFICAR POR PRODUTO,Bônus 1 / pasta descompactada,AUDITADO / TRIAGEM
PLR-0266,Gravidez,O melhor guia para baby boomers,REVISÃO ESPECIALIZADA,P2,ALTO,TÍTULO/PASTA,Definir após revisão,Pack Gravidez,VERIFICAR POR PRODUTO,Bônus 1 / pasta descompactada,AUDITADO / TRIAGEM
PLR-0267,Gravidez,Genealogia,REVISÃO ESPECIALIZADA,P2,ALTO,TÍTULO/PASTA,Definir após revisão,Pack Gravidez,VERIFICAR POR PRODUTO,Bônus 1 / pasta descompactada,AUDITADO / TRIAGEM
PLR-0268,Gravidez,Chá de bebê revelado,REVISÃO ESPECIALIZADA,P2,ALTO,TÍTULO/PASTA,Definir após revisão,Pack Gravidez,VERIFICAR POR PRODUTO,Bônus 1 / pasta descompactada,AUDITADO / TRIAGEM
PLR-0269,Gravidez,5 maneiras de se livrar da gordura do bebê,REVISÃO ESPECIALIZADA,P2,ALTO,TÍTULO/PASTA,Definir após revisão,Pack Gravidez,VERIFICAR POR PRODUTO,Bônus 1 / pasta descompactada,AUDITADO / TRIAGEM
PLR-0270,Idiomas,Segredos do enigma de Sudoku,ATUALIZAR,P2,MÉDIO,TÍTULO/PASTA,"R$ 19,90–39,90 após revisão",Pack Idiomas,VERIFICAR POR PRODUTO,Bônus 1 / pasta descompactada,AUDITADO / TRIAGEM
PLR-0271,Idiomas,Noções básicas de franquia,ATUALIZAR,P2,MÉDIO,TÍTULO/PASTA,"R$ 19,90–39,90 após revisão",Pack Idiomas,VERIFICAR POR PRODUTO,Bônus 1 / pasta descompactada,AUDITADO / TRIAGEM
PLR-0272,Idiomas,O Grande Livro de Histórias Clássicas de Natal,ATUALIZAR,P2,MÉDIO,TÍTULO/PASTA,"R$ 19,90–39,90 após revisão",Pack Idiomas,VERIFICAR POR PRODUTO,Bônus 1 / pasta descompactada,AUDITADO / TRIAGEM
PLR-0273,Idiomas,Guia para iniciantes em aprender chinês,ATUALIZAR,P2,MÉDIO,TÍTULO/PASTA,"R$ 19,90–39,90 após revisão",Pack Idiomas,VERIFICAR POR PRODUTO,Bônus 1 / pasta descompactada,AUDITADO / TRIAGEM
PLR-0274,Idiomas,FengShui,ATUALIZAR,P2,MÉDIO,TÍTULO/PASTA,"R$ 19,90–39,90 após revisão",Pack Idiomas,VERIFICAR POR PRODUTO,Bônus 1 / pasta descompactada,AUDITADO / TRIAGEM
PLR-0275,Fitness,Segredos para dentes mais brancos,REVISÃO ESPECIALIZADA,P2,ALTO,TÍTULO/PASTA,Definir após revisão,Pack Bem-estar (após revisão),VERIFICAR POR PRODUTO,Bônus 1 / pasta descompactada,AUDITADO / TRIAGEM
PLR-0276,Fitness,Massa Muscular,REVISÃO ESPECIALIZADA,P2,ALTO,TÍTULO/PASTA,Definir após revisão,Pack Bem-estar (após revisão),VERIFICAR POR PRODUTO,Bônus 1 / pasta descompactada,AUDITADO / TRIAGEM
PLR-0277,Espiritualismo,Alcançar uma vida próspera através do fortalec,ATUALIZAR,P2,MÉDIO,TÍTULO/PASTA,"R$ 19,90–39,90 após revisão",Pack Espiritualismo,VERIFICAR POR PRODUTO,Bônus 1 / pasta descompactada,AUDITADO / TRIAGEM
PLR-0278,Casamento,O discurso perfeito do casamento,PUBLICAR APÓS QA,P1,BAIXO/MÉDIO,TÍTULO/PASTA,"R$ 14,90–29,90",Pack Relacionamentos,VERIFICAR POR PRODUTO,Bônus 1 / pasta descompactada,AUDITADO / TRIAGEM
PLR-0279,Email marketing,Segredos Optin,ATUALIZAR,P2,MÉDIO,TÍTULO/PASTA,"R$ 19,90–39,90 após revisão",Pack Marketing Digital,VERIFICAR POR PRODUTO,Bônus 1 / pasta descompactada,AUDITADO / TRIAGEM
PLR-0280,Email marketing,Segredos da lista de discussão,ATUALIZAR,P2,MÉDIO,TÍTULO/PASTA,"R$ 19,90–39,90 após revisão",Pack Marketing Digital,VERIFICAR POR PRODUTO,Bônus 1 / pasta descompactada,AUDITADO / TRIAGEM
PLR-0281,Email marketing,Os 10 principais erros de construção de listas,ATUALIZAR,P2,MÉDIO,TÍTULO/PASTA,"R$ 19,90–39,90 após revisão",Pack Marketing Digital,VERIFICAR POR PRODUTO,Bônus 1 / pasta descompactada,AUDITADO / TRIAGEM
PLR-0282,Email marketing,Optar pela criação de listas para iniciantes,ATUALIZAR,P2,MÉDIO,TÍTULO/PASTA,"R$ 19,90–39,90 após revisão",Pack Marketing Digital,VERIFICAR POR PRODUTO,Bônus 1 / pasta descompactada,AUDITADO / TRIAGEM
PLR-0283,Email marketing,Marketing de relacionamento com e-mails,ATUALIZAR,P2,MÉDIO,TÍTULO/PASTA,"R$ 19,90–39,90 após revisão",Pack Marketing Digital,VERIFICAR POR PRODUTO,Bônus 1 / pasta descompactada,AUDITADO / TRIAGEM
PLR-0284,Email marketing,Marketing de e-mail de primeira qualidade,ATUALIZAR,P2,MÉDIO,TÍTULO/PASTA,"R$ 19,90–39,90 após revisão",Pack Marketing Digital,VERIFICAR POR PRODUTO,Bônus 1 / pasta descompactada,AUDITADO / TRIAGEM
PLR-0285,Email marketing,Funis de vendas da lista de email,ATUALIZAR,P2,MÉDIO,TÍTULO/PASTA,"R$ 19,90–39,90 após revisão",Pack Marketing Digital,VERIFICAR POR PRODUTO,Bônus 1 / pasta descompactada,AUDITADO / TRIAGEM
PLR-0286,Email marketing,List Building Essentials,ATUALIZAR,P2,MÉDIO,TÍTULO/PASTA,"R$ 19,90–39,90 após revisão",Pack Marketing Digital,VERIFICAR POR PRODUTO,Bônus 1 / pasta descompactada,AUDITADO / TRIAGEM
PLR-0287,Email marketing,Estratégias de construção de lista que realmente funcionam,ATUALIZAR,P2,MÉDIO,TÍTULO/PASTA,"R$ 19,90–39,90 após revisão",Pack Marketing Digital,VERIFICAR POR PRODUTO,Bônus 1 / pasta descompactada,AUDITADO / TRIAGEM
PLR-0288,Email marketing,Edifício da lista EZ,ATUALIZAR,P2,MÉDIO,TÍTULO/PASTA,"R$ 19,90–39,90 após revisão",Pack Marketing Digital,VERIFICAR POR PRODUTO,Bônus 1 / pasta descompactada,AUDITADO / TRIAGEM
PLR-0289,Email marketing,Edifício Optimist,ATUALIZAR,P2,MÉDIO,TÍTULO/PASTA,"R$ 19,90–39,90 após revisão",Pack Marketing Digital,VERIFICAR POR PRODUTO,Bônus 1 / pasta descompactada,AUDITADO / TRIAGEM
PLR-0290,Email marketing,Email Marketing para Iniciantes,ATUALIZAR,P2,MÉDIO,TÍTULO/PASTA,"R$ 19,90–39,90 após revisão",Pack Marketing Digital,VERIFICAR POR PRODUTO,Bônus 1 / pasta descompactada,AUDITADO / TRIAGEM
PLR-0291,Email marketing,Email Marketing simplificado,ATUALIZAR,P2,MÉDIO,TÍTULO/PASTA,"R$ 19,90–39,90 após revisão",Pack Marketing Digital,VERIFICAR POR PRODUTO,Bônus 1 / pasta descompactada,AUDITADO / TRIAGEM
PLR-0292,Email marketing,E-mail marketing de AZ,ATUALIZAR,P2,MÉDIO,TÍTULO/PASTA,"R$ 19,90–39,90 após revisão",Pack Marketing Digital,VERIFICAR POR PRODUTO,Bônus 1 / pasta descompactada,AUDITADO / TRIAGEM
PLR-0293,Email marketing,Conversões máximas,ATUALIZAR,P2,MÉDIO,TÍTULO/PASTA,"R$ 19,90–39,90 após revisão",Pack Marketing Digital,VERIFICAR POR PRODUTO,Bônus 1 / pasta descompactada,AUDITADO / TRIAGEM
PLR-0294,Email marketing,Criação de lista para iniciantes,ATUALIZAR,P2,MÉDIO,TÍTULO/PASTA,"R$ 19,90–39,90 após revisão",Pack Marketing Digital,VERIFICAR POR PRODUTO,Bônus 1 / pasta descompactada,AUDITADO / TRIAGEM
PLR-0295,Email marketing,Criação de Lista Simplificada,ATUALIZAR,P2,MÉDIO,TÍTULO/PASTA,"R$ 19,90–39,90 após revisão",Pack Marketing Digital,VERIFICAR POR PRODUTO,Bônus 1 / pasta descompactada,AUDITADO / TRIAGEM
PLR-0296,Email marketing,Construção de lista de resposta rápida,ATUALIZAR,P2,MÉDIO,TÍTULO/PASTA,"R$ 19,90–39,90 após revisão",Pack Marketing Digital,VERIFICAR POR PRODUTO,Bônus 1 / pasta descompactada,AUDITADO / TRIAGEM
PLR-0297,Email marketing,Como escrever e-mails de sucesso,ATUALIZAR,P2,MÉDIO,TÍTULO/PASTA,"R$ 19,90–39,90 após revisão",Pack Marketing Digital,VERIFICAR POR PRODUTO,Bônus 1 / pasta descompactada,AUDITADO / TRIAGEM
PLR-0298,Email marketing,7 Construção da lista de figuras,ATUALIZAR,P2,MÉDIO,TÍTULO/PASTA,"R$ 19,90–39,90 após revisão",Pack Marketing Digital,VERIFICAR POR PRODUTO,Bônus 1 / pasta descompactada,AUDITADO / TRIAGEM
PLR-0299,Emprego,Seu Guia Básico para Atingir Qualquer Entrevista de Emprego,PUBLICAR APÓS QA,P1,BAIXO/MÉDIO,TÍTULO/PASTA,"R$ 14,90–29,90",Pack Carreira & Desenvolvimento,VERIFICAR POR PRODUTO,Bônus 1 / pasta descompactada,AUDITADO / TRIAGEM
PLR-0300,Cães e pets,Como treinar o seu cachorro,PUBLICAR APÓS QA,P1,BAIXO/MÉDIO,CONTEÚDO LIDO,"R$ 14,90–29,90",Pack Pets,VERIFICAR POR PRODUTO,Bônus 1 / pasta descompactada,AUDITADO / TRIAGEM
